75, 67, -56, 107, 1
76, 68, -63, 108, 1
77, 68, -54, 108, 1
78, 69, -54, 107, 1
79, 69, -54, 107, 1
80, 70, -57, 107, 1
81, 70, -55, 107, 1
82, 71, -57, 107, 1
83, 71, -54, 108, 1
84, 72, -55, 107, 1
85, 72, -55, 107, 1
86, 73, -54, 107, 1
87, 73, -54, 107, 1
88, 74, -54, 107, 1
89, 74, -55, 107, 1
90, 75, -55, 107, 1
91, 75, -57, 107, 1
92, 76, -54, 107, 1
93, 76, -57, 107, 1
94, 77, -55, 107, 1
95, 77, -55, 108, 1
96, 78, -55, 107, 1
97, 78, -55, 106, 1
98, 79, -57, 107, 1
99, 79, -56, 108, 1
100, 80, -55, 107, 1
101, 80, -56, 107, 1
102, 81, -55, 107, 1
103, 81, -57, 107, 1
104, 82, -57, 108, 1
105, 82, -57, 107, 1
106, 83, -55, 106, 1
107, 83, -56, 107, 1
108, 84, -55, 107, 1
109, 84, -56, 108, 1
110, 85, -56, 106, 1
111, 85, -56, 108, 1
112, 86, -56, 107, 1
113, 86, -56, 107, 1
114, 87, -57, 107, 1
115, 87, -56, 107, 1
116, 88, -57, 107, 1
117, 88, -57, 108, 1
118, 89, -56, 108, 1
119, 89, -56, 107, 1
120, 90, -57, 107, 1
121, 90, -57, 107, 1
122, 91, -56, 106, 1
123, 91, -58, 107, 1
124, 92, -59, 107, 1
125, 92, -59, 107, 1
126, 93, -59, 107, 1
127, 93, -59, 107, 1
128, 94, -56, 107, 1
129, 94, -57, 106, 1
130, 95, -55, 108, 1
131, 95, -55, 107, 1
132, 96, -56, 106, 1
133, 96, -56, 106, 1
134, 97, -56, 107, 1
135, 97, -56, 107, 1
136, 98, -55, 107, 1
137, 98, -55, 107, 1
138, 99, -55, 107, 1
139, 99, -55, 108, 1
140, 100, -55, 107, 1
141, 100, -56, 107, 1
142, 101, -55, 107, 1
143, 101, -56, 107, 1
144, 102, -56, 107, 1
145, 102, -55, 107, 1
146, 103, -55, 108, 1
147, 103, -55, 107, 1
148, 104, -55, 107, 1
149, 104, -56, 107, 1
150, 105, -56, 107, 1
151, 105, -55, 107, 1
152, 106, -56, 106, 1
153, 106, -57, 107, 1
154, 107, -57, 107, 1
155, 107, -57, 107, 1
156, 108, -56, 107, 1
157, 108, -57, 107, 1
158, 109, -57, 107, 1
159, 109, -56, 107, 1
160, 110, -57, 107, 1
161, 110, -57, 107, 1
162, 111, -55, 107, 1
163, 111, -57, 107, 1
164, 112, -58, 107, 1
165, 112, -57, 107, 1
166, 113, -57, 107, 1
167, 113, -56, 107, 1
168, 114, -55, 107, 1
169, 114, -55, 107, 1
170, 115, -56, 107, 1
171, 115, -56, 107, 1
172, 116, -55, 107, 1
173, 116, -56, 108, 1
174, 117, -56, 107, 1
175, 117, -57, 107, 1
176, 118, -56, 107, 1
177, 118, -56, 107, 1
178, 119, -56, 107, 1
179, 119, -56, 107, 1
180, 120, -55, 107, 1
181, 120, -55, 107, 1
182, 121, -56, 107, 1
183, 121, -56, 107, 1
184, 122, -56, 107, 1
185, 122, -57, 107, 1
186, 123, -56, 107, 1
187, 123, -57, 107, 1
188, 124, -56, 108, 1
189, 124, -56, 107, 1
190, 125, -57, 107, 1
191, 125, -57, 107, 1
192, 126, -57, 107, 1
193, 126, -56, 107, 1
194, 127, -57, 107, 1
195, 127, -56, 107, 1
196, 128, -56, 108, 1
197, 128, -56, 107, 1
198, 129, -55, 107, 1
199, 129, -56, 107, 1
200, 130, -55, 108, 1
201, 130, -55, 108, 1
202, 131, -55, 108, 1
203, 131, -55, 107, 1
204, 132, -55, 108, 1
205, 132, -55, 107, 1
206, 133, -55, 108, 1
207, 133, -55, 107, 1
208, 134, -57, 107, 1
209, 134, -55, 107, 1
210, 135, -55, 107, 1
211, 135, -57, 108, 1
212, 136, -56, 107, 1
213, 136, -58, 106, 1
214, 137, -57, 107, 1
215, 137, -56, 107, 1
216, 138, -54, 108, 1
217, 138, -55, 108, 1
218, 139, -55, 107, 1
219, 139, -55, 106, 1
220, 140, -54, 108, 1
221, 140, -57, 107, 1
222, 141, -55, 107, 1
223, 141, -56, 107, 1
224, 142, -55, 107, 1
225, 142, -55, 106, 1
226, 143, -55, 107, 1
227, 143, -55, 107, 1
228, 144, -56, 107, 1
229, 144, -56, 107, 1
230, 145, -55, 107, 1
231, 145, -56, 108, 1
232, 146, -55, 107, 1
233, 146, -55, 107, 1
234, 147, -55, 107, 1
235, 147, -56, 107, 1
236, 148, -55, 107, 1
237, 148, -57, 107, 1
238, 149, -57, 107, 1
239, 149, -56, 107, 1
240, 150, -55, 108, 1
241, 150, -57, 107, 1
242, 151, -54, 107, 1
243, 151, -55, 107, 1
244, 152, -55, 107, 1
245, 152, -56, 107, 1
246, 153, -55, 107, 1
247, 153, -57, 107, 1
248, 154, -56, 107, 1
249, 154, -55, 107, 1
250, 155, -55, 107, 1
251, 155, -55, 107, 1
252, 156, -55, 107, 1
253, 156, -55, 107, 1
254, 157, -55, 107, 1
255, 157, -57, 107, 1
256, 158, -56, 107, 1
257, 158, -55, 107, 1
258, 159, -55, 107, 1
259, 159, -55, 107, 1
260, 160, -55, 107, 1
261, 160, -55, 107, 1
262, 161, -55, 107, 1
263, 161, -56, 107, 1
264, 162, -55, 108, 1
265, 162, -55, 107, 1
266, 163, -54, 107, 1
267, 163, -55, 107, 1
268, 164, -55, 107, 1
269, 164, -54, 108, 1
270, 165, -55, 107, 1
271, 165, -55, 108, 1
272, 166, -57, 107, 1
273, 166, -55, 108, 1
274, 167, -54, 107, 1
275, 167, -56, 107, 1
276, 168, -55, 107, 1
277, 168, -55, 107, 1
278, 169, -57, 107, 1
279, 169, -57, 107, 1
280, 170, -57, 107, 1
281, 170, -55, 107, 1
282, 171, -59, 107, 1
283, 171, -56, 107, 1
284, 172, -56, 107, 1
285, 172, -54, 107, 1
286, 173, -57, 106, 1
287, 173, -55, 107, 1
288, 174, -56, 107, 1
289, 174, -55, 107, 1
290, 175, -57, 108, 1
291, 175, -55, 107, 1
292, 176, -55, 106, 1
293, 176, -56, 108, 1
294, 177, -55, 106, 1
295, 177, -55, 108, 1
296, 178, -55, 107, 1
297, 178, -55, 107, 1
298, 179, -56, 107, 1
299, 179, -57, 107, 1
300, 180, -56, 107, 1
301, 180, -55, 107, 1
302, 181, -56, 107, 1
303, 181, -55, 108, 1
304, 182, -55, 107, 1
305, 182, -55, 108, 1
306, 183, -56, 107, 1
307, 183, -56, 107, 1
308, 184, -56, 107, 1
309, 184, -56, 106, 1
310, 185, -56, 108, 1
311, 185, -57, 107, 1
312, 186, -56, 108, 1
313, 186, -55, 107, 1
314, 187, -56, 107, 1
315, 187, -56, 107, 1
316, 188, -55, 107, 1
317, 188, -55, 108, 1
318, 189, -55, 107, 1
319, 189, -54, 107, 1
320, 190, -57, 107, 1
321, 190, -57, 107, 1
322, 191, -58, 107, 1
323, 191, -55, 107, 1
324, 192, -55, 107, 1
325, 192, -54, 107, 1
326, 193, -54, 107, 1
327, 193, -55, 108, 1
328, 194, -54, 108, 1
329, 194, -54, 107, 1
330, 195, -55, 107, 1
331, 195, -55, 107, 1
332, 196, -55, 107, 1
333, 196, -55, 107, 1
334, 197, -55, 107, 1
335, 197, -55, 107, 1
336, 198, -54, 107, 1
337, 198, -55, 108, 1
338, 199, -54, 107, 1
339, 199, -54, 107, 1
340, 200, -54, 107, 1
341, 200, -54, 107, 1
342, 201, -54, 107, 1
343, 201, -55, 107, 1
344, 202, -55, 107, 1
345, 202, -55, 107, 1
346, 203, -54, 107, 1
347, 203, -55, 107, 1
348, 204, -55, 108, 1
349, 204, -55, 107, 1
350, 205, -55, 107, 1
351, 205, -55, 107, 1
352, 206, -55, 107, 1
353, 206, -55, 108, 1
354, 207, -55, 107, 1
355, 207, -55, 108, 1
356, 208, -55, 107, 1
357, 208, -55, 108, 1
358, 209, -55, 107, 1
359, 209, -55, 107, 1
360, 210, -57, 107, 1
361, 210, -56, 107, 1
362, 211, -56, 108, 1
363, 211, -54, 107, 1
364, 212, -54, 108, 1
365, 212, -55, 107, 1
366, 213, -55, 107, 1
367, 213, -55, 108, 1
368, 214, -55, 107, 1
369, 214, -55, 107, 1
370, 215, -55, 107, 1
371, 215, -55, 107, 1
372, 216, -56, 107, 1
373, 216, -55, 108, 1
374, 217, -54, 107, 1
375, 217, -54, 107, 1
376, 218, -54, 108, 1
377, 218, -54, 107, 1
378, 219, -54, 107, 1
379, 219, -54, 108, 1
380, 220, -55, 107, 1
381, 220, -55, 108, 1
