0, 15, -76, 104
1, 16, -75, 104
2, 17, -75, 102
3, 18, -82, 105
4, 19, -79, 106
5, 20, -69, 105
6, 21, -74, 107
7, 22, -75, 106
8, 23, -81, 102
9, 24, -71, 107
10, 25, -78, 107
11, 26, -60, 107
12, 27, -66, 106
13, 28, -70, 108
14, 29, -71, 105
15, 30, -73, 107
16, 31, -78, 103
17, 32, -80, 103
18, 33, -80, 92
19, 34, -83, 96
20, 35, -79, 100
21, 36, -74, 106
22, 37, -72, 107
23, 38, -72, 107
24, 39, -69, 105
25, 40, -82, 106
26, 41, -66, 93
27, 42, -64, 107
28, 43, -68, 106
29, 44, -72, 108
30, 45, -66, 106
31, 46, -74, 108
32, 47, -76, 103
33, 48, -77, 107
34, 49, -80, 102
35, 50, -75, 100
36, 51, -73, 102
37, 52, -76, 68
38, 53, -70, 108
39, 54, -70, 108
40, 55, -74, 103
41, 56, -71, 106
