0, 19, -70, 107
1, 20, -77, 106
2, 21, -67, 107
3, 22, -68, 107
4, 23, -85, 108
5, 24, -70, 106
6, 25, -66, 107
7, 26, -61, 107
8, 27, -64, 108
9, 28, -63, 108
10, 29, -70, 108
11, 30, -67, 107
12, 31, -71, 107
13, 32, -70, 107
14, 33, -66, 108
15, 34, -76, 106
16, 35, -83, 101
17, 36, -86, 107
18, 37, -79, 104
19, 38, -87, 107
20, 39, -70, 95
21, 40, -71, 107
22, 41, -65, 108
23, 42, -67, 107
24, 43, -71, 108
25, 44, -58, 107
26, 45, -80, 106
27, 46, -76, 108
28, 47, -75, 108
29, 48, -75, 108
30, 49, -73, 107
31, 50, -81, 106
32, 51, -72, 103
33, 52, -78, 101
34, 53, -77, 107
35, 54, -71, 107
36, 55, -72, 106
37, 56, -74, 106
38, 57, -81, 106
39, 58, -64, 107
40, 59, -67, 107
41, 60, -72, 106
42, 61, -82, 82
43, 62, -69, 108
44, 63, -83, 104
45, 64, -63, 101
46, 65, -82, 92
47, 66, -73, 108
48, 67, -74, 106
49, 68, -72, 106
50, 69, -76, 108
51, 70, -68, 104
52, 71, -77, 107
53, 72, -74, 99
54, 73, -66, 108
55, 74, -66, 107
56, 75, -72, 107
57, 76, -82, 107
58, 77, -68, 108
59, 78, -81, 107
60, 79, -77, 105
61, 80, -70, 107
62, 81, -72, 108
63, 82, -72, 105
64, 83, -67, 98
65, 84, -70, 104
66, 85, -81, 106
67, 86, -70, 104
68, 87, -69, 107
69, 88, -72, 107
70, 89, -61, 107
71, 90, -57, 108
72, 91, -59, 107
73, 92, -82, 107
74, 93, -67, 108
75, 94, -66, 108
76, 95, -67, 106
77, 96, -65, 108
78, 97, -71, 107
79, 98, -79, 107
80, 99, -66, 105
81, 100, -73, 108
