0, 26, -55, 107
1, 27, -56, 108
2, 28, -55, 107
4, 24, -78, 82
5, 25, -79, 103
6, 26, -80, 95
7, 27, -72, 106
8, 28, -82, 104
9, 29, -84, 86
10, 30, -73, 105
11, 31, -72, 105
12, 32, -71, 104
14, 34, -75, 75
15, 35, -69, 107
16, 36, -69, 107
17, 37, -73, 106
18, 38, -73, 88
19, 39, -70, 106
20, 40, -67, 107
21, 41, -65, 107
22, 42, -64, 107
23, 43, -87, 108
24, 44, -80, 100
25, 45, -61, 107
26, 46, -66, 107
27, 47, -63, 108
28, 48, -69, 105
29, 49, -72, 108
30, 50, -66, 107
31, 51, -75, 106
32, 52, -80, 91
33, 53, -79, 107
34, 54, -72, 106
35, 55, -73, 107
36, 56, -70, 107
37, 57, -69, 105
38, 58, -73, 107
39, 59, -61, 107
40, 60, -61, 106
41, 61, -59, 107
42, 62, -60, 102
43, 63, -72, 107
44, 64, -69, 107
45, 65, -64, 107
46, 66, -82, 80
47, 67, -84, 108
48, 68, -64, 89
49, 69, -75, 100
50, 70, -69, 107
51, 71, -66, 107
52, 72, -70, 107
53, 73, -64, 107
54, 74, -63, 108
55, 75, -66, 106
56, 76, -73, 108
57, 77, -77, 106
58, 78, -70, 106
59, 79, -70, 106
60, 80, -67, 107
61, 81, -69, 106
62, 82, -75, 107
63, 83, -76, 107
64, 84, -75, 60
65, 85, -81, 95
66, 86, -71, 105
67, 87, -76, 90
68, 88, -74, 101
69, 89, -70, 106
70, 90, -61, 107
71, 91, -60, 107
72, 92, -57, 82
73, 93, -68, 105
