16, 11, -41, 107
17, 11, -41, 108
18, 12, -41, 108
19, 12, -41, 107
20, 12, -41, 107
25, 12, -41, 108
26, 12, -41, 108
27, 13, -41, 107
28, 13, -41, 107
29, 13, -41, 108
30, 13, -41, 108
31, 13, -41, 108
32, 13, -41, 107
37, 13, -41, 108
38, 13, -41, 108
39, 14, -41, 107
42, 14, -41, 108
43, 14, -41, 108
44, 14, -41, 108
45, 14, -41, 108
46, 15, -41, 107
47, 15, -41, 107
48, 15, -41, 107
49, 15, -41, 108
54, 15, -41, 108
55, 15, -41, 108
56, 16, -41, 108
57, 16, -41, 108
58, 16, -41, 108
59, 16, -41, 108
64, 16, -41, 108
65, 16, -41, 107
66, 16, -41, 107
67, 17, -41, 107
68, 17, -41, 107
69, 17, -41, 108
72, 17, -41, 108
75, 17, -41, 107
77, 18, -41, 108
78, 18, -41, 107
79, 18, -41, 108
80, 18, -41, 108
81, 18, -41, 107
82, 18, -41, 108
84, 18, -41, 108
86, 18, -41, 107
87, 18, -41, 108
88, 19, -41, 108
89, 19, -41, 108
90, 19, -41, 108
91, 19, -41, 107
93, 19, -41, 108
95, 19, -41, 108
96, 20, -41, 108
97, 20, -41, 107
99, 20, -41, 108
100, 20, -41, 108
101, 20, -41, 107
102, 20, -41, 108
103, 20, -41, 108
106, 20, -41, 108
107, 20, -41, 108
108, 20, -41, 108
109, 21, -41, 108
110, 21, -41, 108
112, 21, -41, 108
114, 22, -41, 108
115, 22, -41, 107
116, 22, -41, 107
118, 22, -41, 108
119, 22, -41, 108
123, 22, -41, 107
124, 23, -41, 107
125, 23, -41, 107
128, 23, -41, 108
130, 23, -41, 107
131, 23, -41, 107
132, 23, -41, 108
133, 23, -41, 107
135, 23, -41, 107
136, 24, -41, 108
139, 24, -41, 108
140, 24, -41, 108
141, 24, -41, 107
142, 24, -41, 108
143, 24, -41, 108
144, 24, -41, 108
145, 25, -41, 107
147, 25, -41, 107
149, 25, -41, 108
151, 25, -41, 108
152, 25, -41, 107
153, 25, -41, 107
154, 25, -41, 108
155, 26, -41, 107
156, 26, -41, 107
159, 26, -41, 108
160, 26, -41, 108
161, 26, -41, 108
165, 26, -41, 108
167, 26, -41, 108
168, 27, -41, 108
170, 27, -41, 107
173, 27, -41, 108
174, 27, -41, 108
175, 28, -41, 107
178, 28, -41, 108
179, 28, -41, 108
180, 28, -41, 107
181, 28, -41, 108
182, 28, -41, 108
183, 29, -41, 107
184, 29, -41, 108
188, 29, -41, 108
189, 29, -41, 108
190, 29, -41, 108
191, 29, -41, 107
192, 29, -41, 108
193, 29, -41, 108
194, 29, -41, 108
195, 29, -41, 108
196, 30, -41, 108
197, 30, -41, 108
198, 30, -41, 107
200, 30, -41, 108
201, 30, -41, 108
203, 30, -41, 108
204, 30, -41, 107
205, 31, -41, 107
206, 31, -41, 108
207, 31, -41, 107
212, 31, -41, 108
213, 31, -41, 108
214, 31, -41, 108
218, 32, -41, 108
219, 32, -41, 107
220, 32, -41, 108
221, 32, -41, 107
222, 32, -41, 108
223, 32, -41, 108
224, 33, -41, 108
228, 33, -41, 108
229, 33, -41, 108
231, 33, -41, 108
232, 33, -41, 107
233, 33, -41, 108
234, 33, -41, 108
235, 33, -41, 108
236, 34, -41, 108
237, 34, -41, 108
238, 34, -41, 104
239, 35, -41, 108
240, 35, -41, 107
243, 35, -41, 108
251, 35, -41, 108
252, 35, -41, 108
253, 35, -41, 107
258, 36, -41, 108
259, 36, -41, 108
260, 36, -41, 108
261, 36, -41, 108
262, 36, -41, 107
263, 37, -41, 108
264, 37, -41, 107
266, 37, -41, 108
270, 37, -41, 108
271, 37, -41, 108
272, 37, -41, 108
273, 37, -41, 107
274, 37, -41, 108
275, 37, -41, 108
276, 37, -41, 107
277, 38, -41, 107
278, 38, -41, 108
283, 38, -41, 108
284, 38, -41, 108
285, 38, -41, 108
286, 38, -41, 107
287, 39, -41, 108
288, 39, -41, 107
289, 39, -41, 108
290, 39, -41, 107
292, 39, -41, 108
293, 39, -42, 107
294, 39, -42, 108
295, 39, -43, 108
296, 39, -43, 107
297, 40, -43, 108
298, 40, -42, 107
299, 40, -42, 108
300, 40, -42, 107
301, 40, -42, 107
302, 40, -42, 108
304, 40, -42, 108
307, 40, -42, 108
308, 40, -42, 108
309, 41, -41, 108
310, 41, -43, 106
311, 41, -43, 107
312, 41, -42, 108
313, 41, -42, 108
314, 41, -43, 107
315, 42, -42, 108
316, 42, -42, 108
319, 42, -43, 108
320, 42, -42, 108
322, 42, -42, 108
324, 42, -42, 107
325, 43, -42, 108
327, 43, -43, 107
328, 43, -42, 108
329, 43, -42, 107
331, 43, -42, 108
333, 43, -42, 108
334, 43, -42, 107
335, 44, -42, 108
336, 44, -42, 108
340, 44, -42, 108
341, 44, -42, 108
342, 44, -42, 107
343, 44, -42, 108
344, 44, -42, 108
345, 44, -42, 107
346, 45, -42, 108
348, 45, -42, 108
349, 45, -42, 107
350, 45, -42, 108
