0, 746, -94, 101, 1
1, 747, -94, 101, 1
2, 747, -94, 102, 1
3, 748, -93, 101, 1
4, 748, -94, 106, 1
5, 749, -94, 101, 1
6, 749, -96, 102, 1
7, 750, -96, 101, 1
8, 750, -96, 100, 1
9, 751, -95, 101, 1
10, 752, -94, 104, 1
11, 752, -94, 103, 1
12, 752, -94, 101, 1
13, 753, -94, 103, 1
14, 753, -93, 103, 1
15, 754, -93, 108, 1
16, 754, -94, 103, 1
17, 755, -94, 103, 1
18, 755, -94, 104, 1
19, 756, -94, 105, 1
20, 756, -94, 103, 1
21, 757, -94, 99, 1
22, 757, -94, 101, 1
23, 758, -94, 103, 1
24, 758, -93, 103, 1
25, 759, -93, 105, 1
26, 759, -94, 103, 1
27, 760, -93, 102, 1
28, 760, -94, 104, 1
29, 761, -94, 101, 1
30, 761, -93, 104, 1
31, 762, -95, 99, 1
33, 763, -95, 97, 1
34, 763, -94, 99, 1
35, 764, -94, 105, 1
36, 764, -94, 97, 1
37, 765, -95, 103, 1
38, 765, -95, 102, 1
39, 766, -95, 101, 1
40, 766, -94, 91, 1
41, 767, -93, 100, 1
42, 767, -94, 104, 1
43, 768, -94, 100, 1
44, 768, -96, 102, 1
45, 769, -94, 102, 1
46, 769, -94, 101, 1
47, 770, -94, 103, 1
48, 770, -94, 104, 1
49, 771, -94, 100, 1
50, 771, -94, 99, 1
51, 772, -95, 101, 1
52, 772, -94, 108, 1
53, 773, -93, 104, 1
54, 773, -94, 103, 1
55, 774, -94, 102, 1
56, 774, -94, 101, 1
57, 775, -94, 105, 1
58, 775, -93, 102, 1
59, 776, -93, 102, 1
61, 777, -94, 102, 1
62, 777, -94, 101, 1
63, 778, -95, 58, 1
64, 778, -95, 102, 1
65, 779, -96, 99, 1
66, 779, -95, 101, 1
67, 780, -94, 101, 1
68, 780, -94, 104, 1
69, 781, -94, 102, 1
70, 781, -94, 104, 1
71, 782, -94, 101, 1
72, 782, -94, 102, 1
73, 783, -94, 104, 1
74, 783, -94, 101, 1
75, 784, -94, 103, 1
76, 784, -95, 99, 1
77, 785, -94, 100, 1
78, 785, -93, 104, 1
79, 786, -94, 104, 1
