2, 15, -95, 108
3, 16, -93, 88
4, 17, -80, 107
5, 18, -80, 107
6, 19, -76, 107
7, 20, -75, 108
8, 21, -70, 108
9, 22, -74, 107
10, 23, -83, 108
11, 24, -73, 108
12, 25, -75, 108
13, 26, -75, 107
14, 27, -78, 107
15, 28, -72, 108
16, 29, -73, 107
17, 30, -69, 107
18, 31, -70, 108
19, 32, -75, 108
20, 33, -81, 107
21, 34, -76, 108
22, 35, -73, 108
23, 36, -76, 107
24, 37, -75, 107
25, 38, -77, 107
26, 39, -72, 108
27, 40, -77, 108
28, 41, -79, 108
29, 42, -78, 107
30, 43, -76, 108
31, 44, -77, 107
32, 45, -78, 108
33, 46, -70, 108
34, 47, -79, 108
